subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,approve,disapprove,approve_adjusted,disapprove_adjusted,timestamp,url
Trump,6/2/2020,R,3/15/2020,3/17/2020,YouGov,B,382,a,.2145911,0,"","",82,13,81.817063,13.815859,15:55:10  2 Jun 2020,https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf
Trump,6/2/2020,R,3/16/2020,3/17/2020,Ipsos,B-,387,a,.26987861,0,"","",82,15,82.324959,14.40702,15:55:10  2 Jun 2020,https://fingfx.thomsonreuters.com/gfx/mkt/13/3563/3524/Topline%20Reuters%20Coronavirus%2003%2017%202020.pdf
Trump,6/2/2020,R,3/17/2020,3/18/2020,Harris Insights & Analytics,C,662,a,.25391713,0,"","",86,14,86.900913,11.25934,15:55:10  2 Jun 2020,https://theharrispoll.com/wp-content/uploads/2020/04/Wave-2-3_tabs_updated-1.pdf
Trump,6/2/2020,R,3/16/2020,3/19/2020,American Research Group,B,246,rv,.47103041,0,"","",95,2,93.263387,4.269277,15:55:10  2 Jun 2020,https://americanresearchgroup.com/economy/
Trump,6/2/2020,R,3/13/2020,3/22/2020,Gallup,B,318,a,.58845217,0,"","",94,6,91.801144,7.5038431,15:55:10  2 Jun 2020,https://news.gallup.com/poll/298313/president-trump-job-approval-rating.aspx
Trump,6/2/2020,R,3/18/2020,3/19/2020,Emerson College,A-,375,rv,.73968054,0,"","",83.5,9.2,85.432706,8.6758197,15:55:10  2 Jun 2020,https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus
Trump,6/2/2020,R,3/17/2020,3/20/2020,Morning Consult,B/C,614,rv,.15987686,0,"","",87,9,87.93629,9.2353615,15:55:10  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/200371_crosstabs_CORONAVIRUS_TREND_PARTIALS_RVs_v2_JB.pdf
Trump,6/2/2020,R,3/18/2020,3/19/2020,Ipsos,B-,152,a,.10209943,0,"","",92,8,92.324959,7.4070203,15:55:10  2 Jun 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-032020.pdf
Trump,6/2/2020,R,3/18/2020,3/19/2020,SurveyUSA,A,307,a,.58683106,0,"","",90,6,89.424388,6.4488694,15:55:10  2 Jun 2020,http://www.surveyusa.com/client/PollReport.aspx?g=982bb407-60fd-42bc-ac07-080c7af879b2
Trump,6/2/2020,R,3/18/2020,3/22/2020,Monmouth University,A+,244,a,.55385484,0,"","",89,7,88.052778,8.0755558,15:55:10  2 Jun 2020,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032320.pdf/
Trump,6/2/2020,R,3/18/2020,3/24/2020,Ipsos,B-,1680,a,1.0901435,0,"","",83,13,83.324959,12.40702,15:55:10  2 Jun 2020,https://fingfx.thomsonreuters.com/gfx/mkt/13/3885/3841/Topline%20Reuters%20Coronavirus%2003%2024%202020.pdf
Trump,6/2/2020,R,3/20/2020,3/22/2020,YouGov,B,250,a,.12746776,0,"","",85,11,84.817063,11.815859,15:55:10  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/03/24/5e7a4240c5b63c3b6498205f.pdf
Trump,6/2/2020,R,3/19/2020,3/22/2020,Rasmussen Reports/Pulse Opinion Research,C+,330,lv,.53972912,0,"","",77,22,78.891509,19.713909,15:55:10  2 Jun 2020,https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/march_2020/crosstabs_trump_response_to_coronavirus_march_19_and_22_2020
Trump,6/2/2020,R,3/20/2020,3/22/2020,Morning Consult,B/C,709,a,.18480656,0,"","",85,7,85.93629,7.2353615,15:55:10  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/200383_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
Trump,6/2/2020,R,3/21/2020,3/22/2020,Harris Insights & Analytics,C,661,a,.24228101,0,"","",87,13,87.900913,10.25934,15:55:10  2 Jun 2020,https://theharrispoll.com/wp-content/uploads/2020/03/COVID-19-Tracker_Wave-2-4_tabs.pdf
Trump,6/2/2020,R,3/19/2020,3/24/2020,Pew Research Center,B/C,4738,a,1.7033521,0,"","",83,17,85.093527,14.472101,15:55:10  2 Jun 2020,https://www.people-press.org/wp-content/uploads/sites/4/2020/03/PP_2020.03.26_Coronavirus-Impact_FINAL.pdf
Trump,6/2/2020,R,3/21/2020,3/23/2020,YouGov,B,507,a,.25330596,0,"","",91,9,90.817063,9.8158586,15:55:10  2 Jun 2020,https://drive.google.com/file/d/1TofJVeuCbZN8cRGBN97kWGqhO6tlQ7VA/view
Trump,6/2/2020,R,3/19/2020,3/25/2020,UCLA Nationscape,"",2300,a,.48347395,0,"","",89,12,90.588316,10.4589,15:55:10  2 Jun 2020,https://www.voterstudygroup.org/covid-19-updates
Trump,6/2/2020,R,3/20/2020,3/23/2020,Global Strategy Group/GBAO/Navigator Research,"",90.825,rv,.06922529,0,"",T,89,7,89.861522,6.1159991,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.23.20.pdf
Trump,6/2/2020,R,3/21/2020,3/24/2020,Fox News/Beacon Research/Shaw & Co. Research,A-,404.4,rv,.76660343,0,"","",86,13,86.137983,12.506674,15:55:10  2 Jun 2020,https://www.scribd.com/document/453417322/Fox-News-Poll-March-21-24-2020
Trump,6/2/2020,R,3/22/2020,3/23/2020,Harris Insights & Analytics,C,321,rv,.11797774,0,"","",86,14,86.900913,11.25934,15:55:10  2 Jun 2020,https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen
Trump,6/2/2020,R,3/21/2020,3/24/2020,Global Strategy Group/GBAO/Navigator Research,"",88.55,rv,.06531072,0,"",T,88,8,88.861522,7.1159991,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.24.20.pdf
Trump,6/2/2020,R,3/22/2020,3/24/2020,YouGov,B,399,a,.19673575,0,"","",89,7,88.817063,7.8158586,15:55:10  2 Jun 2020,https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf
Trump,6/2/2020,R,3/22/2020,3/25/2020,Global Strategy Group/GBAO/Navigator Research,"",87.7625,rv,.06253868,0,"",T,84,11,84.861522,10.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.25.20.pdf
Trump,6/2/2020,R,3/22/2020,3/25/2020,ABC News/The Washington Post,A+,243,a,.54169569,0,"","",86,12,86.199162,11.230747,15:55:10  2 Jun 2020,https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/
Trump,6/2/2020,R,3/24/2020,3/26/2020,Harris Insights & Analytics,C,782,rv,.29321617,0,*,"",80.5,19.5,81.400913,16.75934,15:55:10  2 Jun 2020,https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Crosstabs.pdf
Trump,6/2/2020,R,3/23/2020,3/26/2020,McLaughlin & Associates,C/D,330,lv,.43104056,0,"","",88,11,87.008047,11.550727,15:55:10  2 Jun 2020,https://mclaughlinonline.com/pols/wp-content/uploads/2020/03/National-Monthly-Omnibus-MARCH-PUBLIC.pdf
Trump,6/2/2020,R,3/24/2020,3/25/2020,SurveyUSA,A,333,a,.63633466,0,"","",91,8,90.424388,8.4488694,15:55:10  2 Jun 2020,http://www.surveyusa.com/client/PollReport.aspx?g=a6354d34-2350-49a3-b360-8772ca176a2d
Trump,6/2/2020,R,3/23/2020,3/26/2020,Global Strategy Group/GBAO/Navigator Research,"",90.45,rv,.06252843,0,"",T,87,11,87.861522,10.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.26.20.pdf
Trump,6/2/2020,R,3/24/2020,3/26/2020,Morning Consult,B/C,689,a,.18661417,0,"","",85,11,85.93629,11.235362,15:55:10  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/200394_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
Trump,6/2/2020,R,3/25/2020,3/26/2020,YouGov,B,355,a,.16968405,0,"","",84,13,83.817063,13.815859,15:55:10  2 Jun 2020,https://docs.cdn.yougov.com/69501vybsd/20200326_yahoo_coronavirus_crosstabs.pdf
Trump,6/2/2020,R,3/24/2020,3/27/2020,Global Strategy Group/GBAO/Navigator Research,"",89.425,rv,.06029297,0,"",T,85,13,85.861522,12.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.27.20.pdf
Trump,6/2/2020,R,3/26/2020,3/27/2020,Harris Insights & Analytics,C,303,rv,.11986137,0,"","",76,24,76.900913,21.25934,15:55:10  2 Jun 2020,https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen
Trump,6/2/2020,R,3/26/2020,3/29/2020,Research America Inc.,B/C,120,a,.23261603,0,"","",73,,74.510264,,15:55:10  2 Jun 2020,https://projects.fivethirtyeight.com/polls/20200407_National_ResearchAmerica_coronavirus.pdf
Trump,6/2/2020,R,3/25/2020,3/30/2020,YouGov,B,491,a,.22966978,0,"","",94,6,93.817063,6.8158586,15:55:10  2 Jun 2020,https://www.moreincommon.com/media/z4fdmdpa/hidden-tribes_covid-19-polarization-and-the-pandemic-4-3-20.pdf
Trump,6/2/2020,R,3/27/2020,3/29/2020,Morning Consult,B/C,694,a,.19617259,0,"","",85,11,85.93629,11.235362,15:55:10  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/2003102_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
Trump,6/2/2020,R,3/26/2020,3/29/2020,AP-NORC,"",401.66,a,.694118,0,"","",82,17,84.223856,15.092738,15:55:10  2 Jun 2020,http://www.apnorc.org/PDFs/March%20Omnibus%202020/topline_gov.pdf
Trump,6/2/2020,R,3/25/2020,3/30/2020,Kaiser Family Foundation,"",311,a,.63647777,0,"","",87,11,86.290285,11.459484,15:55:10  2 Jun 2020,https://www.kff.org/wp-content/uploads/2020/04/Kaiser-Health-Tracking-Poll_Early-April_Full-Topline_FINAL.pdf
Trump,6/2/2020,R,3/26/2020,3/29/2020,Change Research,C-,370,lv,.49156727,0,"","",90,10,88.902486,10.332913,15:55:10  2 Jun 2020,https://drive.google.com/file/d/1yFA1QCCOFNkt__W9Zog3MaRMj8RJCw_1/view
Trump,6/2/2020,R,3/25/2020,3/30/2020,Global Strategy Group/GBAO/Navigator Research,"",61.02,rv,.03934625,0,"",T,85,14,85.861522,13.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.30.20.pdf
Trump,6/2/2020,R,3/27/2020,3/31/2020,YouGov,B,236,a,.10958285,0,"","",88,11,87.817063,11.815859,15:55:10  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/04/02/5e861523c5b6a9491832d32d.pdf
Trump,6/2/2020,R,3/28/2020,3/30/2020,Civiqs,B/C,406.35,a,.50866064,0,"","",89,7,88.828321,8.6062088,15:55:10  2 Jun 2020,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03B_x2nf9sb.pdf
Trump,6/2/2020,R,3/27/2020,3/30/2020,Selzer & Co.,A+,333,a,.74553264,0,"","",86,10,86.001159,10.363702,15:55:10  2 Jun 2020,https://www.grinnell.edu/sites/default/files/docs/2020-03/GCNP%20April%202020%20Toplines%20and%20Methodology.pdf
Trump,6/2/2020,R,3/26/2020,4/1/2020,UCLA Nationscape,"",2300,a,.38324414,0,"","",88,12,89.588316,10.4589,15:55:10  2 Jun 2020,https://www.voterstudygroup.org/covid-19-updates
Trump,6/2/2020,R,3/26/2020,3/31/2020,Global Strategy Group/GBAO/Navigator Research,"",61.02,rv,.038456,0,"",T,83,14,83.861522,13.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F03.31.20.pdf
Trump,6/2/2020,R,3/27/2020,4/1/2020,Global Strategy Group/GBAO/Navigator Research,"",181.8,rv,.11226424,0,"",T,86,12,86.861522,11.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.01.20.pdf
Trump,6/2/2020,R,3/29/2020,3/31/2020,YouGov,B,399,a,.18456814,0,"","",89,10,88.817063,10.815859,15:55:10  2 Jun 2020,https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf
Trump,6/2/2020,R,3/31/2020,4/1/2020,YouGov,B,561,a,.26020476,0,"","",90,10,89.817063,10.815859,15:55:10  2 Jun 2020,https://drive.google.com/file/d/1bgUZsCC8uuAtPUlEgfFySkFuKl-oYjDK/view
Trump,6/2/2020,R,3/31/2020,4/1/2020,Morning Consult,B/C,692,a,.21066327,0,"","",85,11,85.93629,11.235362,15:55:10  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/04/2003128_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
Trump,6/2/2020,R,3/30/2020,4/2/2020,Global Strategy Group/GBAO/Navigator Research,"",90.72,rv,.05445695,0,"",T,88,12,88.861522,11.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.02.20.pdf
Trump,6/2/2020,R,4/1/2020,4/2/2020,Ipsos,B-,148,a,.13605195,0,"","",91,9,91.324959,8.4070203,15:55:10  2 Jun 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline-abc-coronavirus-trend-wave-3.pdf
Trump,6/2/2020,R,3/31/2020,4/3/2020,Global Strategy Group/GBAO/Navigator Research,"",89.73,rv,.0532534,0,"",T,85,14,85.861522,13.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.03.20.pdf
Trump,6/2/2020,R,4/2/2020,4/3/2020,Harris Insights & Analytics,C,299,rv,.13659884,0,"","",82,18,82.900913,15.25934,15:55:10  2 Jun 2020,https://thehill.com/hilltv/491533-poll-voters-split-on-trumps-handling-of-coronavirus-pandemic
Trump,6/2/2020,R,4/3/2020,4/5/2020,Garin-Hart-Yang Research Group,B/C,371.11,rv,.63707677,0,"","",,11,,11.225119,15:55:10  2 Jun 2020,https://cdn.americanprogressaction.org/content/uploads/sites/2/2020/04/13082915/FI12875-National-States-11.pdf
Trump,6/2/2020,R,4/3/2020,4/4/2020,YouGov,B,216,a,.10160734,0,"","",86,12,85.817063,12.815859,15:55:10  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/04/07/5e8cfcd3c5b62459a9308880.pdf
Trump,6/2/2020,R,4/3/2020,4/5/2020,Morning Consult,B/C,684,a,.21964845,0,"","",88,11,88.93629,11.235362,15:55:10  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/04/200409_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
Trump,6/2/2020,R,4/1/2020,4/6/2020,Global Strategy Group/GBAO/Navigator Research,"",60.18,rv,.03506398,0,"",T,86,13,86.861522,12.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.06.20.pdf
Trump,6/2/2020,R,4/2/2020,4/6/2020,Quinnipiac University,B+,581.56,rv,1.0069976,0,"","",89,10,87.87096,10.886694,15:55:10  2 Jun 2020,https://poll.qu.edu/national/release-detail?ReleaseID=3658
Trump,6/2/2020,R,4/3/2020,4/6/2020,SSRS,B/C,250.5,a,.40750938,0,"","",88,9,87.99437,9.3270714,15:55:10  2 Jun 2020,https://cdn.cnn.com/cnn/2020/images/04/08/rel4a.-.coronavirus.pdf
Trump,6/2/2020,R,4/2/2020,4/7/2020,Global Strategy Group/GBAO/Navigator Research,"",60.42,rv,.03484382,0,"",T,84,14,84.861522,13.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.07.20.pdf
Trump,6/2/2020,R,4/3/2020,4/7/2020,Monmouth University,A+,204,a,.46291863,0,"","",87,11,86.052778,12.075556,15:55:10  2 Jun 2020,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_040820.pdf/
Trump,6/2/2020,R,4/2/2020,4/8/2020,UCLA Nationscape,"",2300,a,.34880742,0,"","",80,16,81.588316,14.4589,15:55:10  2 Jun 2020,https://www.voterstudygroup.org/covid-19-updates
Trump,6/2/2020,R,4/3/2020,4/8/2020,Global Strategy Group/GBAO/Navigator Research,"",122.64,rv,.07017405,0,"",T,85,13,85.861522,12.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.08.20.pdf
Trump,6/2/2020,R,4/4/2020,4/7/2020,Fox News/Beacon Research/Shaw & Co. Research,A-,487.08,rv,.90906135,0,"","",87,12,87.137983,11.506674,15:55:10  2 Jun 2020,https://www.scribd.com/document/455760294/Fox-News-Poll-April-4-7-2020
Trump,6/2/2020,R,4/5/2020,4/7/2020,YouGov,B,362,a,.17076311,0,"","",88,8,87.817063,8.8158586,15:55:10  2 Jun 2020,https://docs.cdn.yougov.com/ogvntw3mu9/econTabReport.pdf
Trump,6/2/2020,R,4/5/2020,4/9/2020,Global Strategy Group/GBAO/Navigator Research,"",146.592,rv,.08353217,0,"",T,83,14,83.861522,13.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.09.20.pdf
Trump,6/2/2020,R,4/6/2020,4/7/2020,SurveyUSA,A,330,a,.65822909,0,"","",86,13,85.424388,13.448869,15:55:10  2 Jun 2020,http://www.surveyusa.com/client/PollReport.aspx?g=f0224955-d73f-4868-a4ca-7880f4b0798d
Trump,6/2/2020,R,4/6/2020,4/7/2020,YouGov,B,347,a,.16436961,0,"","",83,14,82.817063,14.815859,15:55:10  2 Jun 2020,https://docs.cdn.yougov.com/1ayt0i64g6/20200408_yahoo_coronavirus.pdf
Trump,6/2/2020,R,4/7/2020,4/9/2020,YouGov,B,518,a,.24706612,0,"","",87,12,86.817063,12.815859,15:55:10  2 Jun 2020,https://drive.google.com/file/d/1Hgp-3ol9cEvQXjuoaRrMJf1rlJWJSZRO/view
Trump,6/2/2020,R,4/6/2020,4/12/2020,SurveyMonkey,D-,1901,a,.57864038,0,"","",91,8,89.29883,8.5407039,15:55:10  2 Jun 2020,https://www.surveymonkey.com/curiosity/nyt-april-2020-cci/
Trump,6/2/2020,R,4/7/2020,4/10/2020,Global Strategy Group/GBAO/Navigator Research,"",90.45,rv,.05120292,0,"",T,83,14,83.861522,13.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.10.20.pdf
Trump,6/2/2020,R,4/8/2020,4/9/2020,Ipsos,B-,133,a,.13995457,0,"","",89,11,89.324959,10.40702,15:55:10  2 Jun 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline-abc-coronavirus-041020_.pdf
Trump,6/2/2020,R,4/8/2020,4/11/2020,TargetSmart,"",352,rv,.55019898,0,"","",88,11,87.258553,11.250614,15:55:10  2 Jun 2020,https://insights.targetsmart.com/Analysis/covid_national_survey_april_2020/covid_toplines.pdf
Trump,6/2/2020,R,4/8/2020,4/13/2020,SSRS,B/C,280,a,.45284192,0,"","",85,15,84.99437,15.327071,15:55:10  2 Jun 2020,https://ssrs.com/wp-content/uploads/2020/04/SSRS-Coronavirus-Probability-Panel-Data-4.27.20-V2.pdf
Trump,6/2/2020,R,4/10/2020,4/12/2020,YouGov,B,232,a,.11457107,0,"","",91,8,90.817063,8.8158586,15:55:10  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/04/20/5e9e18a0c5b63c5b58734d00.pdf
Trump,6/2/2020,R,4/8/2020,4/13/2020,Global Strategy Group/GBAO/Navigator Research,"",60.36,rv,.03387285,0,"",T,84,13,84.861522,12.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.13.20.pdf
Trump,6/2/2020,R,4/10/2020,4/12/2020,Morning Consult,B/C,700,a,.24386746,0,"","",82,11,82.93629,11.235362,15:55:10  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/04/200430_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
Trump,6/2/2020,R,4/10/2020,4/13/2020,Harris Insights & Analytics,C,913,rv,.42566548,0,"","",84,16,84.900913,13.25934,15:55:10  2 Jun 2020,https://thehill.com/hilltv/what-americas-thinking/492603-poll-trump-approval-remains-steady-at-48-percent
Trump,6/2/2020,R,4/9/2020,4/14/2020,Global Strategy Group/GBAO/Navigator Research,"",60.18,rv,.03350518,0,"",T,87,12,87.861522,11.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.14.20.pdf
Trump,6/2/2020,R,4/9/2020,4/15/2020,UCLA Nationscape,"",2300,a,.33576487,0,"","",81,16,82.588316,14.4589,15:55:10  2 Jun 2020,https://www.voterstudygroup.org/covid-19-updates
Trump,6/2/2020,R,4/10/2020,4/15/2020,Global Strategy Group/GBAO/Navigator Research,"",177.625,rv,.09835225,0,"",T,87,12,87.861522,11.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.15.20.pdf
Trump,6/2/2020,R,4/12/2020,4/14/2020,YouGov,B,371,a,.18615693,0,"","",84,12,83.817063,12.815859,15:55:10  2 Jun 2020,https://docs.cdn.yougov.com/6fdl23u606/econTabReport.pdf
Trump,6/2/2020,R,4/11/2020,4/14/2020,Civiqs,B/C,432,a,.50548376,0,"","",87,9,86.828321,10.606209,15:55:10  2 Jun 2020,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_04_p837y2s.pdf
Trump,6/2/2020,R,4/14/2020,4/14/2020,Data for Progress,B-,381,a,.42596044,0,"","",83.77,13.92,83.738498,13.91562,15:55:10  2 Jun 2020,https://docs.google.com/spreadsheets/d/1KKNL9a_uVJK36tOaR9_Eepcw4bKWrwTew85dwGyY_S0/edit
Trump,6/2/2020,R,4/13/2020,4/16/2020,Global Strategy Group/GBAO/Navigator Research,"",90.99,rv,.05014294,0,"",T,86,13,86.861522,12.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.16.20.pdf
Trump,6/2/2020,R,4/14/2020,4/16/2020,Harris Insights & Analytics,C,818,rv,.39553311,0,"","",84,16,84.900913,13.25934,15:55:10  2 Jun 2020,https://harvardharrispoll.com/wp-content/uploads/2020/04/j17063-QHHP041220-PostWtd-Ban1-Sec1-Filtered-16-Apr-2020.pdf
Trump,6/2/2020,R,4/14/2020,4/17/2020,Global Strategy Group/GBAO/Navigator Research,"",89.73,rv,.04931122,.00024165,"",T,88,11,88.861522,10.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.17.20.pdf
Trump,6/2/2020,R,4/15/2020,4/16/2020,Ipsos,B-,128,a,.12949848,.00052948,"","",86,14,86.324959,13.40702,15:55:10  2 Jun 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline_abc_ipsos_poll_april_16_2020_trend.pdf
Trump,6/2/2020,R,4/14/2020,4/19/2020,ABC News/The Washington Post,A+,279,a,.60490995,.00861227,"","",77,22,77.199162,21.230747,15:55:10  2 Jun 2020,https://www.washingtonpost.com/context/april-14-19-washington-post-u-md-poll/4521bb45-b844-4dbd-b72d-0a298cf7539a/
Trump,6/2/2020,R,4/15/2020,4/19/2020,McLaughlin & Associates,C/D,330,lv,.42331799,.00539056,"","",87,12,86.008047,12.550727,15:55:10  2 Jun 2020,https://mclaughlinonline.com/pols/wp-content/uploads/2020/04/April-National-Monthly-RELEASE-1.pdf
Trump,6/2/2020,R,4/15/2020,4/20/2020,Global Strategy Group/GBAO/Navigator Research,"",58.683333,rv,.03209672,.00047054,"",T,87,11,87.861522,10.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.20.20.pdf
Trump,6/2/2020,R,4/16/2020,4/20/2020,AP-NORC,"",412.23,a,.69160025,.01376535,"","",78,,80.223856,,15:55:10  2 Jun 2020,http://www.apnorc.org/projects/Documents/4_22_20_govt_topline.pdf
Trump,6/2/2020,R,4/17/2020,4/19/2020,YouGov,B,410,a,.21130733,.00298952,"","",83,13,82.817063,13.815859,15:55:10  2 Jun 2020,https://docs.cdn.yougov.com/rjneitr3jm/20200419_yahoo_coronavirus_crosstabs.pdf
Trump,6/2/2020,R,4/17/2020,4/19/2020,Morning Consult,B/C,734,a,.26310417,.00336332,"","",83,11,83.93629,11.235362,15:55:10  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/04/200451_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
Trump,6/2/2020,R,4/17/2020,4/19/2020,YouGov,B,226,a,.11647673,.00164788,"","",89,10,88.817063,10.815859,15:55:10  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/04/20/5e9e1857c5b63c5b58734cc0.pdf
Trump,6/2/2020,R,4/19/2020,4/19/2020,Climate Nexus,"",775,rv,.75809251,.0219737,"","",85,15,84.858703,14.409892,15:55:10  2 Jun 2020,https://climatenexus.org/wp-content/uploads/2015/09/Coronavirus-National-Poll-Toplines-and-Crosstabs-FINAL.pdf
Trump,6/2/2020,R,4/16/2020,4/21/2020,Global Strategy Group/GBAO/Navigator Research,"",59.033333,rv,.03209792,.0006292,"",T,84,13,84.861522,12.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.21.20.pdf
Trump,6/2/2020,R,4/17/2020,4/20/2020,American Research Group,B,256,a,.47876403,.01302469,"","",87,7,85.263387,9.269277,15:55:10  2 Jun 2020,https://americanresearchgroup.com/economy/
Trump,6/2/2020,R,4/16/2020,4/22/2020,UCLA Nationscape,"",2300,a,.33203706,.00617609,"","",81,15,82.588316,13.4589,15:55:10  2 Jun 2020,https://www.voterstudygroup.org/covid-19-updates
Trump,6/2/2020,R,4/18/2020,4/19/2020,Morning Consult,B/C,678,rv,.2442808,.00417523,"","",80,16,80.93629,16.235362,15:55:10  2 Jun 2020,https://www.politico.com/f/?id=00000171-9fab-d46f-affb-bffb8c050000
Trump,6/2/2020,R,4/19/2020,4/20/2020,Harris Insights & Analytics,C,307,rv,.17747169,.00421354,"","",83,17,83.900913,14.25934,15:55:10  2 Jun 2020,https://thehill.com/hilltv/what-americas-thinking/493969-poll-voters-give-trump-high-marks-on-economy-jobs-amid-economic
Trump,6/2/2020,R,4/19/2020,4/21/2020,YouGov,B,385,a,.2006933,.00471795,"","",87,10,86.817063,10.815859,15:55:10  2 Jun 2020,https://docs.cdn.yougov.com/pwwefjdnsp/econTabReport.pdf
Trump,6/2/2020,R,4/17/2020,4/22/2020,Global Strategy Group/GBAO/Navigator Research,"",183.96,rv,.09970315,.00244516,"",T,81,16,81.861522,15.115999,15:55:10  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.22.20.pdf
